time_step_hr,sc_x_km,sc_y_km,sc_z_km,sc_vx_km_s,sc_vy_km_s,sc_vz_km_s,mars_dist_km,mass_kg,thrust_cmd_N,thrust_theta_rad,thrust_phi_rad,anomaly_active
6662,-189835665.181307,159629373.99313483,76758296.5452876,2.90114351520444,-9.477954397731507,-4.7139529735176104,456726401.5559306,2402.3521888687105,0.289,0.0,3.1415927,False
6663,-189825202.40950242,159595237.67052513,76741317.21247347,2.906325501268068,-9.48231183602758,-4.716481337258778,456709475.81907344,2402.2926539212012,0.289,0.0,3.1415927,False
6664,-189814720.97631994,159561085.65839145,76724328.77624628,2.9115092173553316,-9.48667003713315,-4.719010063109337,456692511.47984964,2402.233118973692,0.289,0.0,3.1415927,False
6665,-189804220.8755251,159526917.95398426,76707331.23530097,2.9166946652375096,-9.491029001998946,-4.721539151472384,456675508.5315088,2402.1735840261827,0.289,0.0,3.1415927,False
6666,-189793702.10087702,159492734.5545506,76690324.58833107,2.9218818466880006,-9.49538873157655,-4.724068602751348,456658466.9673016,2402.1140490786734,0.289,0.0,3.1415927,False
6667,-189783164.64612848,159458535.45733404,76673308.83402862,2.9270707634823268,-9.499749226818391,-4.726598417349998,456641386.7804774,2402.054514131164,0.289,0.0,3.1415927,False
6668,-189772608.50502583,159424320.6595748,76656283.97108419,2.932261417398137,-9.504110488677746,-4.729128595672436,456624267.964277,2401.994979183655,0.289,0.0,3.1415927,False
6669,-189762033.67130905,159390090.1585096,76639249.99818695,2.9374538102152106,-9.508472518108745,-4.731659138123104,456607110.51195693,2401.9354442361455,0.289,0.0,3.1415927,False
6670,-189751440.1387117,159355843.95137176,76622206.91402456,2.942647943715461,-9.51283531606637,-4.7341900451067795,456589914.4167544,2401.875909288636,0.289,0.0,3.1415927,False
6671,-189740827.90096083,159321582.03539112,76605154.71728326,2.9478438196829395,-9.517198883506456,-4.73672131702858,456572679.67192376,2401.816374341127,0.289,0.0,3.1415927,False
6672,-189730196.9517772,159287304.40779415,76588093.4066478,2.953041439903839,-9.521563221385694,-4.739252954293959,456555406.27070266,2401.7568393936176,0.289,0.0,3.1415927,False
6673,-189719547.28487498,159253011.06580377,76571022.9808015,2.958240806166497,-9.525928330661634,-4.741784957308712,456538094.206342,2401.6973044461083,0.289,0.0,3.1415927,False
6674,-189708878.89396203,159218702.0066395,76553943.43842617,2.9634419202613995,-9.530294212292677,-4.744317326478974,456520743.4720812,2401.637769498599,0.289,0.0,3.1415927,False
6675,-189698191.77273968,159184377.22751746,76536854.7782022,2.968644783981185,-9.534660867238093,-4.746850062211219,456503354.06116766,2401.5782345510897,0.289,0.0,3.1415927,False
6676,-189687485.91490284,159150036.72565022,76519756.99880852,2.973849399120648,-9.539028296458007,-4.749383164912261,456485925.96684587,2401.5186996035804,0.289,0.0,3.1415927,False
6677,-189676761.31413993,159115680.49824694,76502650.09892255,2.979055767476742,-9.543396500913408,-4.751916634989257,456468459.18235683,2401.459164656071,0.289,0.0,3.1415927,False
6678,-189666017.96413288,159081308.5425133,76485534.07722029,2.984263890848584,-9.547765481566149,-4.754450472849706,456450953.7009422,2401.399629708562,0.289,0.0,3.1415927,False
6679,-189655255.85855713,159046920.85565156,76468408.93237625,2.989473771037458,-9.552135239378947,-4.75698467890145,456433409.5158425,2401.3400947610526,0.289,0.0,3.1415927,False
6680,-189644474.99108168,159012517.4348604,76451274.66306347,2.994685409846819,-9.556505775315388,-4.7595192535526705,456415826.62030303,2401.2805598135433,0.289,0.0,3.1415927,False
6681,-189633675.355369,158978098.2773352,76434131.2679535,2.999898809082296,-9.560877090339927,-4.762054197211895,456398205.00756013,2401.221024866034,0.289,0.0,3.1415927,False
6682,-189622856.945075,158943663.38026768,76416978.74571647,3.005113970551695,-9.565249185417885,-4.764589510287995,456380544.67085814,2401.1614899185247,0.289,0.0,3.1415927,False
6683,-189612019.75384918,158909212.74084622,76399817.09502098,3.0103308960650055,-9.569622061515457,-4.767125193190186,456362845.6034349,2401.1019549710154,0.289,0.0,3.1415927,False
6684,-189601163.77533442,158874746.35625565,76382646.3145342,3.0155495874344003,-9.573995719599708,-4.769661246328028,456345107.79852754,2401.042420023506,0.289,0.0,3.1415927,False
6685,-189590289.00316712,158840264.22367734,76365466.4029218,3.0207700464742433,-9.57837016063858,-4.77219767011143,456327331.2493755,2400.982885075997,0.289,0.0,3.1415927,False
6686,-189579395.4309771,158805766.34028918,76348277.35884798,3.02599227500109,-9.582745385600887,-4.774734464950641,456309515.9492212,2400.9233501284875,0.289,0.0,3.1415927,False
6687,-189568483.0523877,158771252.70326552,76331079.18097545,3.0312162748336924,-9.587121395456325,-4.777271631256262,456291661.8912952,2400.8638151809782,0.289,0.0,3.1415927,False
6688,-189557551.86101565,158736723.3097773,76313871.86796547,3.036442047793004,-9.591498191175466,-4.779809169439239,456273769.068838,2400.804280233469,0.289,0.0,3.1415927,False
6689,-189546601.8504711,158702178.15699187,76296655.41847779,3.0416695957021807,-9.595875773729759,-4.782347079910865,456255837.4750855,2400.7447452859597,0.289,0.0,3.1415927,False
6690,-189535633.01435772,158667617.24207315,76279429.8311707,3.0468989203865875,-9.600254144091538,-4.784885363082783,456237867.10327345,2400.6852103384504,0.289,0.0,3.1415927,False
6691,-189524645.3462725,158633040.5621815,76262195.10470097,3.0521300236738003,-9.604633303234019,-4.787424019366983,456219857.9466336,2400.625675390941,0.289,0.0,3.1415927,False
6692,-189513638.83980587,158598448.11447382,76244951.23772393,3.057362907393611,-9.609013252131302,-4.789963049175808,456201809.99840754,2400.566140443432,0.289,0.0,3.1415927,False
6693,-189502613.48854172,158563839.8961035,76227698.22889341,3.0625975733780297,-9.61339399175837,-4.792502452921945,456183723.2518244,2400.5066054959225,0.289,0.0,3.1415927,False
6694,-189491569.28605726,158529215.90422037,76210436.07686175,3.06783402346129,-9.6177755230911,-4.795042231018438,456165597.7001166,2400.447070548413,0.289,0.0,3.1415927,False
6695,-189480506.22592315,158494576.1359708,76193164.78027979,3.073072259479853,-9.62215784710625,-4.797582383878677,456147433.3365197,2400.387535600904,0.289,0.0,3.1415927,False
6696,-189469424.30170336,158459920.58849758,76175884.33779688,3.0783122832724086,-9.626540964781473,-4.800122911916405,456129230.1542641,2400.3280006533946,0.289,0.0,3.1415927,False
6697,-189458323.50695533,158425249.25894004,76158594.74806091,3.083554096679882,-9.630924877095312,-4.802663815545718,456110988.146582,2400.2684657058853,0.289,0.0,3.1415927,False
6698,-189447203.83522975,158390562.14443395,76141296.00971825,3.088797701545436,-9.635309585027205,-4.805205095181064,456092707.30670553,2400.208930758376,0.289,0.0,3.1415927,False
6699,-189436065.28007078,158355859.24211153,76123988.1214138,3.0940430997144768,-9.639695089557483,-4.807746751237244,456074387.62786555,2400.1493958108667,0.289,0.0,3.1415927,False
6700,-189424907.83501586,158321140.54910153,76106671.08179092,3.0992902930346546,-9.644081391667372,-4.810288784129413,456056029.10328925,2400.0898608633574,0.289,0.0,3.1415927,False
6701,-189413731.49359578,158286406.06252912,76089344.88949154,3.1045392833558703,-9.648468492339,-4.81283119427308,456037631.72620714,2400.030325915848,0.289,0.0,3.1415927,False
6702,-189402536.24933466,158251655.77951592,76072009.54315604,3.109790072530278,-9.652856392555387,-4.81537398208411,456019195.48984903,2399.970790968339,0.289,0.0,3.1415927,False
6703,-189391322.09574997,158216889.69718003,76054665.04142332,3.1150426624122893,-9.657245093300462,-4.817917147978721,456000720.38744086,2399.9112560208296,0.289,0.0,3.1415927,False
6704,-189380089.0263525,158182107.81263602,76037311.38293077,3.1202970548585767,-9.66163459555905,-4.82046069237349,455982206.4122119,2399.8517210733203,0.289,0.0,3.1415927,False
6705,-189368837.03464627,158147310.12299487,76019948.56631431,3.125553251728078,-9.666024900316883,-4.823004615685347,455963653.55738765,2399.792186125811,0.289,0.0,3.1415927,False
6706,-189357566.1141287,158112496.62536407,76002576.59020832,3.1308112548820004,-9.670416008560595,-4.825548918331582,455945061.81619537,2399.7326511783017,0.289,0.0,3.1415927,False
6707,-189346276.25829044,158077667.31684747,75985195.4532457,3.136071066183823,-9.67480792127773,-4.828093600729841,455926431.18185997,2399.6731162307924,0.289,0.0,3.1415927,False
6708,-189334967.46061546,158042822.19454542,75967805.15405783,3.1413326874993026,-9.679200639456736,-4.830638663298129,455907761.6476067,2399.613581283283,0.289,0.0,3.1415927,False
6709,-189323639.71458095,158007961.2555547,75950405.6912746,3.146596120696476,-9.683594164086978,-4.833184106454809,455889053.20666057,2399.554046335774,0.289,0.0,3.1415927,False
6710,-189312293.01365742,157973084.49696854,75932997.06352437,3.151861367645665,-9.687988496158725,-4.835729930618603,455870305.85224324,2399.4945113882645,0.289,0.0,3.1415927,False
6711,-189300927.35130864,157938191.91587654,75915579.26943402,3.1571284302194793,-9.692383636663163,-4.838276136208595,455851519.57758105,2399.4349764407552,0.289,0.0,3.1415927,False
6712,-189289542.72099158,157903283.5093648,75898152.3076289,3.162397310292822,-9.696779586592388,-4.8408227236442265,455832694.3758927,2399.375441493246,0.289,0.0,3.1415927,False
6713,-189278139.11615652,157868359.27451584,75880716.17673285,3.1676680097428918,-9.701176346939416,-4.843369693345301,455813830.2404036,2399.3159065457367,0.289,0.0,3.1415927,False
6714,-189266716.5302469,157833419.20840853,75863270.87536822,3.172940530449188,-9.70557391869818,-4.845917045731985,455794927.1643324,2399.2563715982274,0.289,0.0,3.1415927,False
6715,-189255274.95669946,157798463.30811822,75845816.40215582,3.1782148742935137,-9.709972302863529,-4.848464781224806,455775985.1408999,2399.196836650718,0.289,0.0,3.1415927,False
6716,-189243814.3889441,157763491.57071668,75828352.75571494,3.1834910431599814,-9.714371500431234,-4.851012900244652,455757004.1633267,2399.137301703209,0.289,0.0,3.1415927,False
6717,-189232334.82040393,157728503.99327204,75810879.93466337,3.1887690389350145,-9.71877151239799,-4.853561403212777,455737984.22483444,2399.0777667556995,0.289,0.0,3.1415927,False
6718,-189220836.2444953,157693500.5728489,75793397.93761739,3.194048863507353,-9.72317233976141,-4.856110290550799,455718925.3186386,2399.01823180819,0.289,0.0,3.1415927,False
6719,-189209318.65462774,157658481.3065082,75775906.76319174,3.1993305187680576,-9.727573983520038,-4.858659562680697,455699827.43795437,2398.958696860681,0.289,0.0,3.1415927,False
6720,-189197782.04420394,157623446.1913074,75758406.40999965,3.2046140066105124,-9.731976444673343,-4.861209220024819,455680690.5760055,2398.8991619131716,0.289,0.0,3.1415927,False
6721,-189186226.4066198,157588395.2243002,75740896.87665284,3.20989932893043,-9.73637972422172,-4.863759263005877,455661514.7260067,2398.8396269656623,0.289,0.0,3.1415927,False
6722,-189174651.73526433,157553328.4025368,75723378.16176146,3.215186487625855,-9.740783823166495,-4.866309692046946,455642299.8811704,2398.780092018153,0.289,0.0,3.1415927,False
6723,-189163058.02351978,157518245.72306377,75705850.26393421,3.220475484597168,-9.745188742509926,-4.868860507571473,455623046.03471583,2398.7205570706437,0.289,0.0,3.1415927,False
6724,-189151445.2647615,157483147.18292406,75688313.18177819,3.225766321747091,-9.749594483255201,-4.871411710003267,455603753.17985535,2398.6610221231344,0.289,0.0,3.1415927,False
6725,-189139813.45235798,157448032.779157,75670766.91389903,3.2310590009806885,-9.754001046406445,-4.873963299766508,455584421.3098062,2398.601487175625,0.289,0.0,3.1415927,False
6726,-189128162.57967085,157412902.50879833,75653211.45890081,3.236353524205375,-9.75840843296872,-4.876515277285744,455565050.4177775,2398.541952228116,0.289,0.0,3.1415927,False
6727,-189116492.64005485,157377756.36888012,75635646.81538606,3.2416498933309157,-9.76281664394802,-4.879067642985891,455545640.4969841,2398.4824172806066,0.289,0.0,3.1415927,False
6728,-189104803.62685788,157342594.35643086,75618072.98195581,3.2469481102694333,-9.767225680351283,-4.8816203972922345,455526191.5406367,2398.4228823330973,0.289,0.0,3.1415927,False
6729,-189093095.53342092,157307416.4684754,75600489.95720954,3.2522481769354106,-9.771635543186386,-4.88417354063043,455506703.54194885,2398.363347385588,0.289,0.0,3.1415927,False
6730,-189081368.35307804,157272222.70203495,75582897.7397452,3.257550095245695,-9.77604623346215,-4.8867270734265045,455487176.4941291,2398.3038124380787,0.289,0.0,3.1415927,False
6731,-189069622.0791564,157237013.05412707,75565296.32815921,3.262853867119503,-9.780457752188338,-4.889280996106855,455467610.39038956,2398.2442774905694,0.289,0.0,3.1415927,False
6732,-189057856.7049763,157201787.5217657,75547685.72104646,3.268159494478423,-9.784870100375658,-4.891835309098251,455448005.2239371,2398.18474254306,0.289,0.0,3.1415927,False
6733,-189046072.223851,157166546.10196117,75530065.91700028,3.2734669792464204,-9.789283279035764,-4.894390012827835,455428360.98798066,2398.125207595551,0.289,0.0,3.1415927,False
6734,-189034268.62908694,157131288.79172012,75512436.91461247,3.278776323349842,-9.793697289181262,-4.896945107723122,455408677.6757282,2398.0656726480415,0.289,0.0,3.1415927,False
6735,-189022445.91398355,157096015.58804554,75494798.7124733,3.2840875287174196,-9.798112131825704,-4.899500594211998,455388955.280386,2398.0061377005322,0.289,0.0,3.1415927,False
6736,-189010604.07183334,157060726.4879368,75477151.3091715,3.289400597280274,-9.802527807983598,-4.902056472722726,455369193.7951622,2397.946602753023,0.289,0.0,3.1415927,False
6737,-188998743.09592184,157025421.48838958,75459494.70329423,3.2947155309719185,-9.8069443186704,-4.904612743683944,455349393.21326387,2397.8870678055137,0.289,0.0,3.1415927,False
6738,-188986862.97952762,156990100.58639592,75441828.89342715,3.3000323317282656,-9.811361664902526,-4.9071694075246635,455329553.5278907,2397.8275328580044,0.289,0.0,3.1415927,False
6739,-188974963.71592227,156954763.7789442,75424153.87815432,3.305351001487628,-9.815779847697346,-4.909726464674272,455309674.7322529,2397.767997910495,0.289,0.0,3.1415927,False
6740,-188963045.2983704,156919411.06301913,75406469.6560583,3.3106715421907253,-9.820198868073188,-4.912283915562535,455289756.81954867,2397.708462962986,0.289,0.0,3.1415927,False
6741,-188951107.72012958,156884042.43560174,75388776.22572006,3.315993955780686,-9.82461872704934,-4.914841760619592,455269799.7829865,2397.6489280154765,0.289,0.0,3.1415927,False
6742,-188939150.97445044,156848657.89366943,75371073.58571906,3.321318244203053,-9.829039425646052,-4.917400000275964,455249803.61576486,2397.589393067967,0.289,0.0,3.1415927,False
6743,-188927175.05457658,156813257.43419585,75353361.73463319,3.3266444094057883,-9.833460964884534,-4.919958634962547,455229768.3110844,2397.529858120458,0.289,0.0,3.1415927,False
6744,-188915179.95374456,156777841.054151,75335640.67103879,3.331972453339276,-9.837883345786965,-4.922517665110617,455209693.8621479,2397.4703231729486,0.289,0.0,3.1415927,False
6745,-188903165.66518393,156742408.75050125,75317910.39351064,3.337302377956326,-9.842306569376488,-4.92507709115183,455189580.2621532,2397.4107882254393,0.289,0.0,3.1415927,False
6746,-188891132.18211716,156706960.5202092,75300170.90062198,3.34263418521218,-9.846730636677211,-4.927636913518221,455169427.50430393,2397.35125327793,0.289,0.0,3.1415927,False
6747,-188879079.49775973,156671496.3602338,75282422.19094446,3.3479678770645154,-9.851155548714218,-4.930197132642205,455149235.5817905,2397.2917183304207,0.289,0.0,3.1415927,False
6748,-188867007.60532004,156636016.26753035,75264664.26304822,3.353303455473448,-9.855581306513555,-4.932757748956581,455129004.48781717,2397.2321833829114,0.289,0.0,3.1415927,False
6749,-188854916.4979994,156600520.2390504,75246897.11550179,3.358640922401538,-9.86000791110225,-4.935318762894525,455108734.2155797,2397.172648435402,0.289,0.0,3.1415927,False
6750,-188842806.16899207,156565008.27174175,75229120.74687219,3.3639802798137928,-9.864435363508298,-4.9378801748895995,455088424.7582747,2397.113113487893,0.289,0.0,3.1415927,False
6751,-188830676.61148524,156529480.36254862,75211335.15572484,3.369321529677672,-9.868863664760672,-4.940441985375749,455068076.10909534,2397.0535785403836,0.289,0.0,3.1415927,False
6752,-188818527.81865898,156493936.5084114,75193540.3406236,3.3746646739630926,-9.873292815889327,-4.9430041947873,455047688.2612399,2396.9940435928743,0.289,0.0,3.1415927,False
6753,-188806359.78368625,156458376.70626688,75175736.30013078,3.380009714642431,-9.877722817925191,-4.945566803558965,455027261.2078961,2396.934508645365,0.289,0.0,3.1415927,False
6754,-188794172.49973297,156422800.95304805,75157923.03280713,3.3853566536905286,-9.882153671900175,-4.948129812125838,455006794.94226474,2396.8749736978557,0.289,0.0,3.1415927,False
6755,-188781965.95995787,156387209.2456842,75140100.5372118,3.3907054930846976,-9.886585378847172,-4.950693220923404,454986289.45753115,2396.8154387503464,0.289,0.0,3.1415927,False
6756,-188769740.15751258,156351601.58110094,75122268.8119024,3.3960562348047225,-9.891017939800061,-4.953257030387529,454965744.7468921,2396.755903802837,0.289,0.0,3.1415927,False
6757,-188757495.08554158,156315977.9562201,75104427.85543497,3.4014088808328657,-9.895451355793705,-4.955821240954466,454945160.8035364,2396.696368855328,0.289,0.0,3.1415927,False
6758,-188745230.73718223,156280338.36795977,75086577.66636395,3.4067634331538725,-9.899885627863956,-4.958385853060858,454924537.62065375,2396.6368339078185,0.289,0.0,3.1415927,False
6759,-188732947.1055647,156244682.8132344,75068718.24324223,3.412119893754974,-9.904320757047651,-4.960950867143733,454903875.1914328,2396.5772989603092,0.289,0.0,3.1415927,False
6760,-188720644.18381205,156209011.28895462,75050849.58462113,3.4174782646258928,-9.908756744382623,-4.963516283640509,454883173.5090655,2396.5177640128,0.289,0.0,3.1415927,False
6761,-188708321.96504012,156173323.79202735,75032971.68905038,3.4228385477588463,-9.913193590907694,-4.966082102988991,454862432.5667376,2396.4582290652907,0.289,0.0,3.1415927,False
6762,-188695980.44235757,156137620.31935576,75015084.55507812,3.428200745148551,-9.91763129766268,-4.968648325627375,454841652.3576339,2396.3986941177814,0.289,0.0,3.1415927,False
6763,-188683619.60886592,156101900.86783928,74997188.18125094,3.433564858792229,-9.922069865688396,-4.971214951994248,454820832.8749447,2396.339159170272,0.289,0.0,3.1415927,False
6764,-188671239.45765942,156066165.4343736,74979282.56611384,3.4389308906896088,-9.926509296026651,-4.973781982528585,454799974.11184996,2396.279624222763,0.289,0.0,3.1415927,False
6765,-188658839.9818252,156030414.0158506,74961367.70821023,3.4442988428429326,-9.930949589720255,-4.976349417669756,454779076.06154025,2396.2200892752535,0.289,0.0,3.1415927,False
6766,-188646421.17444307,155994646.6091585,74943443.60608195,3.44966871725696,-9.935390747813017,-4.978917257857519,454758138.71719235,2396.160554327744,0.289,0.0,3.1415927,False
6767,-188633983.02858567,155958863.21118164,74925510.25826924,3.4550405159389714,-9.93983277134975,-4.981485503532029,454737162.071995,2396.101019380235,0.289,0.0,3.1415927,False
6768,-188621525.53731844,155923063.8188007,74907567.66331075,3.460414240898773,-9.944275661376269,-4.984054155133829,454716146.1191297,2396.0414844327256,0.289,0.0,3.1415927,False
6769,-188609048.6936995,155887248.4288925,74889615.81974357,3.465789894148702,-9.948719418939397,-4.986623213103861,454695090.8517755,2395.9819494852163,0.289,0.0,3.1415927,False
6770,-188596552.4907798,155851417.03833017,74871654.72610319,3.4711674777036308,-9.953164045086966,-4.989192677883458,454673996.2631145,2395.922414537707,0.289,0.0,3.1415927,False
6771,-188584036.9216029,155815569.64398304,74853684.3809235,3.4765469935809694,-9.957609540867812,-4.991762549914349,454652862.34632635,2395.8628795901977,0.289,0.0,3.1415927,False
6772,-188571501.97920522,155779706.24271664,74835704.7827368,3.4819284438006726,-9.962055907331786,-4.99433282963866,454631689.0945867,2395.8033446426884,0.289,0.0,3.1415927,False
6773,-188558947.65661582,155743826.83139274,74817715.9300738,3.487311830385243,-9.96650314552975,-4.996903517498911,454610476.5010774,2395.743809695179,0.289,0.0,3.1415927,False
6774,-188546373.94685653,155707931.4068693,74799717.82146361,3.492697155359736,-9.970951256513581,-4.99947461393802,454589224.5589748,2395.68427474767,0.289,0.0,3.1415927,False
6775,-188533780.84294182,155672019.96600047,74781710.45543377,3.4980844207517636,-9.975400241336173,-5.002046119399303,454567933.26145416,2395.6247398001606,0.289,0.0,3.1415927,False
6776,-188521168.33787888,155636092.5056367,74763693.8305102,3.5034736285915,-9.979850101051433,-5.004618034326474,454546602.60169184,2395.5652048526513,0.289,0.0,3.1415927,False
6777,-188508536.4246676,155600149.02262452,74745667.9452172,3.5088647809116846,-9.984300836714294,-5.007190359163645,454525232.572864,2395.505669905142,0.289,0.0,3.1415927,False
6778,-188495885.0963005,155564189.51380676,74727632.79807752,3.5142578797476287,-9.988752449380705,-5.0097630943553275,454503823.1681404,2395.4461349576327,0.289,0.0,3.1415927,False
6779,-188483214.34576282,155528213.97602236,74709588.38761228,3.5196529271372174,-9.99320494010764,-5.012336240346434,454482374.38069504,2395.3866000101234,0.289,0.0,3.1415927,False
6780,-188470524.16603237,155492222.40610653,74691534.71234098,3.525049925120916,-9.997658309953097,-5.014909797582277,454460886.20370364,2395.327065062614,0.289,0.0,3.1415927,False
6781,-188457814.5500797,155456214.80089062,74673471.77078155,3.5304488757417736,-10.002112559976101,-5.01748376650857,454439358.6303355,2395.267530115105,0.289,0.0,3.1415927,False
6782,-188445085.49086794,155420191.15720218,74655399.56145029,3.5358497810454277,-10.006567691236706,-5.0200581475714285,454417791.65376043,2395.2079951675955,0.289,0.0,3.1415927,False
6783,-188432336.98135287,155384151.4718649,74637318.0828619,3.54125264308011,-10.011023704795992,-5.022632941217371,454396185.2671478,2395.1484602200862,0.289,0.0,3.1415927,False
6784,-188419569.01448283,155348095.74169874,74619227.33352949,3.5466574638966493,-10.015480601716074,-5.025208147893319,454374539.46366435,2395.088925272577,0.289,0.0,3.1415927,False
6785,-188406781.58319885,155312023.96351972,74601127.31196453,3.5520642455484768,-10.019938383060099,-5.027783768046597,454352854.23648506,2395.0293903250677,0.289,0.0,3.1415927,False
6786,-188393974.68043453,155275936.1341401,74583018.01667687,3.557472990091631,-10.024397049892249,-5.030359802124936,454331129.5787671,2394.9698553775584,0.289,0.0,3.1415927,False
6787,-188381148.29911602,155239832.2503683,74564899.4461748,3.5628836995847615,-10.028856603277742,-5.032936250576469,454309365.48368424,2394.910320430049,0.289,0.0,3.1415927,False
6788,-188368302.4321621,155203712.30900887,74546771.59896494,3.568296376089134,-10.033317044282835,-5.0355131138497375,454287561.94439703,2394.85078548254,0.289,0.0,3.1415927,False
6789,-188355437.0724841,155167576.30686256,74528634.47355233,3.5737110216686356,-10.037778373974827,-5.038090392393688,454265718.95407206,2394.7912505350305,0.289,0.0,3.1415927,False
6790,-188342552.2129859,155131424.24072623,74510488.06844036,3.5791276383897777,-10.042240593422056,-5.040668086657673,454243836.505872,2394.731715587521,0.289,0.0,3.1415927,False
6791,-188329647.84656394,155095256.10739294,74492332.38213083,3.584546228321703,-10.046703703693906,-5.043246197091455,454221914.59296095,2394.672180640012,0.289,0.0,3.1415927,False
6792,-188316723.96610722,155059071.90365183,74474167.4131239,3.5899667935361874,-10.051167705860804,-5.045824724145202,454199953.2084986,2394.6126456925026,0.289,0.0,3.1415927,False
6793,-188303780.56449723,155022871.62628826,74455993.15991813,3.5953893361076474,-10.055632600994226,-5.0484036682694935,454177952.3456437,2394.5531107449933,0.289,0.0,3.1415927,False
6794,-188290817.63460803,154986655.27208367,74437809.62101044,3.600813858113143,-10.060098390166697,-5.050983029915316,454155911.997562,2394.493575797484,0.289,0.0,3.1415927,False
6795,-188277835.16930616,154950422.83781564,74419616.79489611,3.6062403616323824,-10.064565074451792,-5.053562809534069,454133832.15740514,2394.4340408499747,0.289,0.0,3.1415927,False
6796,-188264833.16145065,154914174.3202579,74401414.68006884,3.6116688487477275,-10.06903265492414,-5.0561430075775595,454111712.81833965,2394.3745059024654,0.289,0.0,3.1415927,False
6797,-188251811.6038931,154877909.71618032,74383203.27502064,3.6170993215441984,-10.073501132659421,-5.0587236244980085,454089553.9735144,2394.314970954956,0.289,0.0,3.1415927,False
6798,-188238770.48947752,154841629.02234888,74364982.57824194,3.6225317821094776,-10.077970508734378,-5.061304660748048,454067355.6160882,2394.255436007447,0.289,0.0,3.1415927,False
6799,-188225709.8110404,154805332.23552567,74346752.58822154,3.627966232533915,-10.082440784226803,-5.063886116780723,454045117.73921907,2394.1959010599376,0.289,0.0,3.1415927,False
6800,-188212629.56141073,154769019.35246888,74328513.30344656,3.6334026749105326,-10.086911960215552,-5.066467993049492,454022840.3360583,2394.1363661124283,0.289,0.0,3.1415927,False
6801,-188199529.7334099,154732690.36993286,74310264.72240253,3.638841111335029,-10.091384037780545,-5.069050290008226,454000523.3997592,2394.076831164919,0.289,0.0,3.1415927,False
6802,-188186410.31985185,154696345.28466806,74292006.84357333,3.644281543905785,-10.09585701800276,-5.071633008111214,453978166.9234779,2394.0172962174097,0.289,0.0,3.1415927,False
6803,-188173271.31354284,154659984.09342098,74273739.6654412,3.6497239747238677,-10.100330901964245,-5.074216147813157,453955770.90036184,2393.9577612699004,0.289,0.0,3.1415927,False
6804,-188160112.70728162,154623606.7929343,74255463.18648675,3.655168405893035,-10.10480569074811,-5.0767997095691735,453933335.3235621,2393.898226322391,0.289,0.0,3.1415927,False
6805,-188146934.49385935,154587213.3799467,74237177.40518895,3.66061483951974,-10.109281385438539,-5.0793836938347985,453910860.18622935,2393.838691374882,0.289,0.0,3.1415927,False
6806,-188133736.66605958,154550803.85119307,74218882.32002512,3.6660632777131386,-10.113757987120781,-5.081968101065984,453888345.4815139,2393.7791564273725,0.289,0.0,3.1415927,False
6807,-188120519.21665826,154514378.2034043,74200577.92947093,3.6715137225850896,-10.11823549688116,-5.084552931719099,453865791.20255953,2393.7196214798632,0.289,0.0,3.1415927,False
6808,-188107282.13842377,154477936.4333074,74182264.23200043,3.6769661762501635,-10.122713915807076,-5.087138186250933,453843197.34251475,2393.660086532354,0.289,0.0,3.1415927,False
6809,-188094025.4241168,154441478.53762546,74163941.226086,3.682420640825646,-10.127193244987,-5.089723865118694,453820563.89452785,2393.6005515848447,0.289,0.0,3.1415927,False
6810,-188080749.06649044,154405004.51307762,74145608.91019839,3.6878771184315418,-10.131673485510484,-5.09230996878001,453797890.85174155,2393.5410166373354,0.289,0.0,3.1415927,False
6811,-188067453.05829015,154368514.35637912,74127267.2828067,3.693335611190581,-10.136154638468161,-5.094896497692929,453775178.20729715,2393.481481689826,0.289,0.0,3.1415927,False
6812,-188054137.39225373,154332008.0642413,74108916.34237836,3.698796121228223,-10.140636704951742,-5.097483452315919,453752425.95434207,2393.421946742317,0.289,0.0,3.1415927,False
6813,-188040802.0611113,154295485.6333715,74090556.08737917,3.704258650672662,-10.145119686054024,-5.100070833107874,453729634.08601755,2393.3624117948075,0.289,0.0,3.1415927,False
6814,-188027447.05758536,154258947.06047317,74072186.51627328,3.7097232016548305,-10.149603582868885,-5.102658640528106,453706802.59546,2393.302876847298,0.289,0.0,3.1415927,False
6815,-188014072.37439066,154222392.34224582,74053807.62752314,3.715189776308406,-10.154088396491293,-5.105246875036352,453683931.4758152,2393.243341899789,0.289,0.0,3.1415927,False
6816,-188000678.00423428,154185821.47538495,74035419.41958961,3.720658376769815,-10.158574128017305,-5.1078355370927735,453661020.7202178,2393.1838069522796,0.289,0.0,3.1415927,False
6817,-187987263.93981564,154149234.4565822,74017021.89093184,3.7261290051782376,-10.163060778544066,-5.110424627157956,453638070.3218088,2393.1242720047703,0.289,0.0,3.1415927,False
6818,-187973830.1738264,154112631.28252518,73998615.04000735,3.731601663675613,-10.167548349169817,-5.11301414569291,453615080.2737233,2393.064737057261,0.289,0.0,3.1415927,False
6819,-187960376.69895053,154076011.94989762,73980198.86527199,3.737076354406644,-10.172036840993888,-5.115604093159072,453592050.5690992,2393.0052021097517,0.289,0.0,3.1415927,False
6820,-187946903.50786427,154039376.4553792,73961773.36517993,3.7425530795188022,-10.17652625511671,-5.118194470018304,453568981.20106894,2392.9456671622424,0.289,0.0,3.1415927,False
